descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
49077,20120510,57,118,4
49078,20120511,58,117,8
49079,20120512,59,116,3
49080,20120513,60,115,8
49081,20120514,61,113,2
49082,20120515,62,112,4
49083,20120516,63,111,4
49084,20120517,64,110,10
49085,20120518,65,110,3
49086,20120519,66,109,5
49087,20120520,67,108,4
49088,20120521,68,107,7
49089,20120522,69,106,5
49090,20120523,70,105,10
49091,20120524,71,104,2
49092,20120525,72,102,6
49093,20120526,73,101,2
49094,20120527,74,100,8
49095,20120528,75,99,6
49096,20120529,76,98,6
49097,20120530,77,98,1
49098,20120531,78,97,3
49099,20120601,79,96,6
49100,20120602,80,95,9
49101,20120603,81,94,10
49102,20120604,82,93,3
49103,20120605,83,92,2
49104,20120606,84,91,3
49105,20120607,85,89,10
49106,20120608,86,88,3
49107,20120609,87,87,8
49108,20120610,88,86,1
49109,20120611,89,86,7
49110,20120612,90,85,9
49111,20120613,91,84,5
49112,20120614,92,83,2
49113,20120615,93,82,7
49114,20120616,94,81,1
49115,20120617,95,80,8
49116,20120618,96,79,7
49117,20120619,97,77,6
49118,20120620,98,76,10
49119,20120621,99,75,9
49120,20120622,100,74,3
49121,20120623,101,74,3
49122,20120624,102,73,7
49123,20120625,103,72,10
49124,20120626,104,71,4
49125,20120627,105,70,10
49126,20120628,106,69,7
49127,20120629,107,68,4
49128,20120630,108,67,10
49129,20120701,109,65,7
49130,20120702,110,64,4
49131,20120703,111,63,8
49132,20120704,112,62,8
49133,20120705,113,62,2
49134,20120706,114,61,5
49135,20120707,115,60,6
49136,20120708,116,59,1
49137,20120709,117,58,10
49138,20120710,118,57,4
49139,20120711,119,56,6
49140,20120712,120,55,3
49141,20120713,121,53,1
49142,20120714,122,52,4
49143,20120715,123,51,8
49144,20120716,124,50,3
49145,20120717,125,50,4
49146,20120718,126,49,3
49147,20120719,127,48,8
49148,20120720,128,47,3
49149,20120721,129,46,8
49150,20120722,130,45,5
49151,20120723,131,44,2
49152,20120724,132,42,4
49153,20120725,133,41,8
49154,20120726,134,40,5
49155,20120727,135,39,1
49156,20120728,136,38,2
49157,20120729,137,38,6
49158,20120730,138,37,2
49159,20120731,139,36,8
49160,20120801,140,35,1
49161,20120802,141,34,8
49162,20120803,142,33,3
49163,20120804,143,32,8
49164,20120805,144,31,5
49165,20120806,145,29,3
49166,20120807,146,28,1
49167,20120808,147,27,3
49168,20120809,148,26,7
49169,20120810,149,26,2
49170,20120811,150,25,6
49171,20120812,151,24,2
49172,20120813,152,23,4
49173,20120814,153,22,1
49174,20120815,154,21,10
49175,20120816,155,20,3
49176,20120817,156,19,3
49177,20120818,157,17,1
49178,20120819,158,16,3
49179,20120820,159,15,5
49180,20120821,160,14,3
49181,20120822,161,14,4
49182,20120823,162,13,9
49183,20120824,163,12,7
49184,20120825,164,11,1
49185,20120826,165,10,9
49186,20120827,166,9,8
49187,20120828,167,8,1
49188,20120829,168,7,10
49189,20120830,169,5,1
49190,20120831,170,4,9
49191,20120901,171,3,1
49192,20120902,172,2,2
49193,20120903,173,2,7
49194,20120904,174,1,10
49195,20120905,175,0,3
49196,20120906,176,120,5
49197,20120907,177,119,3
49198,20120908,178,118,7
49199,20120909,179,117,4
49200,20120910,180,116,5
49201,20120911,181,114,6
49202,20120912,182,113,10
49203,20120913,183,112,6
49204,20120914,184,111,8
49205,20120915,185,111,5
49206,20120916,186,110,10
49207,20120917,187,109,6
49208,20120918,188,108,9
49209,20120919,189,107,9
49210,20120920,190,106,3
49211,20120921,191,105,5
49212,20120922,192,103,6
49213,20120923,193,102,2
49214,20120924,194,101,7
49215,20120925,195,100,2
49216,20120926,196,99,1
49217,20120927,197,99,1
49218,20120928,198,98,3
49219,20120929,199,97,1
49220,20120930,200,96,7
49221,20121001,201,95,3
49222,20121002,202,94,8
49223,20121003,203,93,1
49224,20121004,204,92,7
49225,20121005,205,90,1
49226,20121006,206,89,6
49227,20121007,207,88,10
49228,20121008,208,87,8
49229,20121009,209,87,6
49230,20121010,210,86,2
49231,20121011,211,85,7
49232,20121012,212,84,10
49233,20121013,213,83,6
49234,20121014,214,82,4
49235,20121015,215,81,8
49236,20121016,216,80,1
49237,20121017,217,78,10
49238,20121018,218,77,4
49239,20121019,219,76,6
49240,20121020,220,75,1
49241,20121021,221,75,4
49242,20121022,222,74,5
49243,20121023,223,73,3
49244,20121024,224,72,3
49245,20121025,225,71,5
49246,20121026,226,70,7
49247,20121027,227,69,2
49248,20121028,228,68,6
49249,20121029,229,66,5
49250,20121030,230,65,10
49251,20121031,231,64,1
49252,20121101,232,63,8
49253,20121102,233,63,5
49254,20121103,234,62,7
49255,20121104,235,61,8
49256,20121105,236,60,1
49257,20121106,237,59,10
49258,20121107,238,58,3
49259,20121108,239,57,3
49260,20121109,240,56,8
49261,20121110,241,54,5
49262,20121111,242,53,1
49263,20121112,243,52,7
49264,20121113,244,51,7
49265,20121114,245,51,5
49266,20121115,246,50,1
49267,20121116,247,49,5
49268,20121117,248,48,9
49269,20121118,249,47,6
49270,20121119,250,46,8
49271,20121120,251,45,2
49272,20121121,252,43,5
49273,20121122,253,42,6
49274,20121123,254,41,1
49275,20121124,255,40,5
49276,20121125,256,39,4
49277,20121126,257,39,4
49278,20121127,258,38,3
49279,20121128,259,37,5
49280,20121129,260,36,2
49281,20121130,261,35,1
49282,20121201,262,34,2
49283,20121202,263,33,6
49284,20121203,264,32,6
49285,20121204,265,30,4
49286,20121205,266,29,7
49287,20121206,267,28,1
49288,20121207,268,27,8
49289,20121208,269,27,6
49290,20121209,270,26,8
49291,20121210,271,25,9
49292,20121211,272,24,9
49293,20121212,273,23,9
49294,20121213,274,22,3
49295,20121214,275,21,2
49296,20121215,276,20,8
49297,20121216,277,18,8
49298,20121217,278,17,6
49299,20121218,279,16,4
49300,20121219,280,15,5
49301,20121220,281,15,2
49302,20121221,282,14,5
49303,20121222,283,13,8
49304,20121223,284,12,1
49305,20121224,285,11,8
49306,20121225,286,10,9
49307,20121226,287,9,8
49308,20121227,288,8,7
49309,20121228,289,6,1
49310,20121229,290,5,4
49311,20121230,291,4,5
49312,20121231,292,3,9
49313,20130101,293,3,1
49314,20130102,294,2,9
49315,20130103,295,1,6
49316,20130104,296,0,9
49317,20130105,297,120,10
49318,20130106,298,119,1
49319,20130107,299,118,7
49320,20130108,300,117,4
49321,20130109,301,115,10
49322,20130110,302,114,2
49323,20130111,303,113,10
49324,20130112,304,112,7
49325,20130113,305,112,5
49326,20130114,306,111,1
49327,20130115,307,110,2
49328,20130116,308,109,3
49329,20130117,309,108,8
49330,20130118,310,107,10
49331,20130119,311,106,7
49332,20130120,312,104,1
49333,20130121,313,103,4
49334,20130122,314,102,3
49335,20130123,315,101,1
49336,20130124,316,100,1
49337,20130125,317,100,4
49338,20130126,318,99,10
49339,20130127,319,98,8
49340,20130128,320,97,5
49341,20130129,321,96,1
49342,20130130,322,95,2
49343,20130131,323,94,1
49344,20130201,324,93,1
49345,20130202,325,91,8
49346,20130203,326,90,9
49347,20130204,327,89,5
49348,20130205,328,88,5
49349,20130206,329,88,5
49350,20130207,330,87,4
49351,20130208,331,86,7
49352,20130209,332,85,5
49353,20130210,333,84,4
49354,20130211,334,83,7
49355,20130212,335,82,7
49356,20130213,336,81,3
49357,20130214,337,79,1
49358,20130215,338,78,3
49359,20130216,339,77,8
49360,20130217,340,76,8
49361,20130218,341,76,9
49362,20130219,342,75,2
49363,20130220,343,74,7
49364,20130221,344,73,1
49365,20130222,345,72,6
49366,20130223,346,71,1
49367,20130224,347,70,1
49368,20130225,348,69,9
49369,20130226,349,67,8
49370,20130227,350,66,7
49371,20130228,351,65,5
49372,20130301,352,64,2
49373,20130302,353,64,4
49374,20130303,354,63,7
49375,20130304,355,62,1
49376,20130305,356,61,4
49377,20130306,357,60,5
49378,20130307,358,59,4
49379,20130308,359,58,4
49380,20130309,360,57,2
49381,20130310,361,55,7
49382,20130311,362,54,8
49383,20130312,363,53,8
49384,20130313,364,52,5
49385,20130314,365,52,2
49386,20130315,366,51,4
49387,20130316,367,50,10
49388,20130317,368,49,4
49389,20130318,369,48,5
49390,20130319,370,47,6
49391,20130320,371,46,3
49392,20130321,372,44,4
49393,20130322,373,43,9
49394,20130323,374,42,9
49395,20130324,375,41,6
49396,20130325,376,40,9
49397,20130326,377,40,5
49398,20130327,378,39,10
49399,20130328,379,38,4
49400,20130329,380,37,8
49401,20130330,381,36,7
49402,20130331,382,35,9
49403,20130401,383,34,6
49404,20130402,384,33,4
49405,20130403,385,31,9
49406,20130404,386,30,6
49407,20130405,387,29,10
49408,20130406,388,28,5
49409,20130407,389,28,7
49410,20130408,390,27,10
49411,20130409,391,26,3
49412,20130410,392,25,10
49413,20130411,393,24,8
49414,20130412,394,23,2
49415,20130413,395,22,6
49416,20130414,396,21,1
49417,20130415,397,19,5
49418,20130416,398,18,3
49419,20130417,399,17,10
49420,20130418,400,16,7
49421,20130419,401,16,6
49422,20130420,402,15,7
49423,20130421,403,14,3
49424,20130422,404,13,6
49425,20130423,405,12,7
49426,20130424,406,11,3
49427,20130425,407,10,2
49428,20130426,408,9,6
49429,20130427,409,7,7
49430,20130428,410,6,2
49431,20130429,411,5,3
49432,20130430,412,4,2
49433,20130501,413,4,2
49434,20130502,414,3,4
49435,20130503,415,2,9
49436,20130504,416,1,1
49437,20130505,417,0,10
49438,20130506,418,120,10
49439,20130507,419,119,5
49440,20130508,420,118,7
49441,20130509,421,116,10
49442,20130510,422,115,9
49443,20130511,423,114,5
49444,20130512,424,113,7
49445,20130513,425,113,5
49446,20130514,426,112,2
49447,20130515,427,111,7
49448,20130516,428,110,8
49449,20130517,429,109,7
49450,20130518,430,108,1
49451,20130519,431,107,10
49452,20130520,432,105,3
49453,20130521,433,104,10
49454,20130522,434,103,5
49455,20130523,435,102,3
49456,20130524,436,101,4
49457,20130525,437,101,10
49458,20130526,438,100,5
49459,20130527,439,99,1
49460,20130528,440,98,6
49461,20130529,441,97,9
49462,20130530,442,96,9
49463,20130531,443,95,8
49464,20130601,444,94,9
49465,20130602,445,92,2
49466,20130603,446,91,2
49467,20130604,447,90,6
49468,20130605,448,89,5
49469,20130606,449,89,5
49470,20130607,450,88,3
49471,20130608,451,87,2
49472,20130609,452,86,4
49473,20130610,453,85,8
49474,20130611,454,84,6
49475,20130612,455,83,4
49476,20130613,456,82,10
49477,20130614,457,80,1
49478,20130615,458,79,3
49479,20130616,459,78,6
49480,20130617,460,77,3
49481,20130618,461,77,8
49482,20130619,462,76,9
49483,20130620,463,75,5
49484,20130621,464,74,10
49485,20130622,465,73,5
49486,20130623,466,72,9
49487,20130624,467,71,10
49488,20130625,468,70,3
49489,20130626,469,68,9
49490,20130627,470,67,3
49491,20130628,471,66,5
49492,20130629,472,65,6
49493,20130630,473,65,5
49494,20130701,474,64,10
49495,20130702,475,63,9
49496,20130703,476,62,10
49497,20130704,477,61,7
49498,20130705,478,60,7
49499,20130706,479,59,2
49500,20130707,480,58,9
49501,20130708,481,56,5
49502,20130709,482,55,2
49503,20130710,483,54,5
49504,20130711,484,53,8
49505,20130712,485,53,1
49506,20130713,486,52,4
49507,20130714,487,51,6
49508,20130715,488,50,4
49509,20130716,489,49,10
49510,20130717,490,48,1
49511,20130718,491,47,2
49512,20130719,492,45,8
49513,20130720,493,44,10
49514,20130721,494,43,3
49515,20130722,495,42,1
49516,20130723,496,41,9
49517,20130724,497,41,10
49518,20130725,498,40,6
49519,20130726,499,39,10
49520,20130727,500,38,8
49521,20130728,501,37,8
49522,20130729,502,36,8
49523,20130730,503,35,1
49524,20130731,504,34,10
49525,20130801,505,32,1
49526,20130802,506,31,7
49527,20130803,507,30,4
49528,20130804,508,29,8
49529,20130805,509,29,7
49530,20130806,510,28,9
49531,20130807,511,27,7
49532,20130808,512,26,10
49533,20130809,513,25,5
49534,20130810,514,24,7
49535,20130811,515,23,5
49536,20130812,516,22,7
49537,20130813,517,20,6
49538,20130814,518,19,4
49539,20130815,519,18,5
49540,20130816,520,17,6
49541,20130817,521,17,6
49542,20130818,522,16,10
49543,20130819,523,15,4
49544,20130820,524,14,3
49545,20130821,525,13,6
49546,20130822,526,12,6
49547,20130823,527,11,6
49548,20130824,528,10,4
49549,20130825,529,8,7
49550,20130826,530,7,9
49551,20130827,531,6,1
49552,20130828,532,5,7
49553,20130829,533,5,9
49554,20130830,534,4,8
49555,20130831,535,3,9
49556,20130901,536,2,3
49557,20130902,537,1,7
49558,20130903,538,0,8
49559,20130904,539,120,9
49560,20130905,540,119,10
49561,20130906,541,117,4
49562,20130907,542,116,4
49563,20130908,543,115,8
49564,20130909,544,114,5
49565,20130910,545,114,10
49566,20130911,546,113,8
49567,20130912,547,112,9
49568,20130913,548,111,1
49569,20130914,549,110,7
49570,20130915,550,109,8
49571,20130916,551,108,8
49572,20130917,552,106,4
49573,20130918,553,105,4
49574,20130919,554,104,4
49575,20130920,555,103,4
49576,20130921,556,102,10
49577,20130922,557,102,8
49578,20130923,558,101,6
49579,20130924,559,100,6
49580,20130925,560,99,1
49581,20130926,561,98,8
49582,20130927,562,97,3
49583,20130928,563,96,1
49584,20130929,564,95,10
49585,20130930,565,93,8
49586,20131001,566,92,5
49587,20131002,567,91,6
49588,20131003,568,90,6
49589,20131004,569,90,3
49590,20131005,570,89,8
49591,20131006,571,88,10
49592,20131007,572,87,3
49593,20131008,573,86,6
49594,20131009,574,85,5
49595,20131010,575,84,9
49596,20131011,576,83,9
49597,20131012,577,81,8
49598,20131013,578,80,9
49599,20131014,579,79,7
49600,20131015,580,78,5
49601,20131016,581,78,5
49602,20131017,582,77,10
49603,20131018,583,76,10
49604,20131019,584,75,4
49605,20131020,585,74,3
49606,20131021,586,73,4
49607,20131022,587,72,3
49608,20131023,588,71,8
49609,20131024,589,69,2
49610,20131025,590,68,3
49611,20131026,591,67,6
49612,20131027,592,66,9
49613,20131028,593,66,2
49614,20131029,594,65,6
49615,20131030,595,64,9
49616,20131031,596,63,3
49617,20131101,597,62,5
49618,20131102,598,61,3
49619,20131103,599,60,9
49620,20131104,600,59,9
49621,20131105,601,57,10
49622,20131106,602,56,8
49623,20131107,603,55,8
49624,20131108,604,54,5
49625,20131109,605,54,9
49626,20131110,606,53,7
49627,20131111,607,52,10
49628,20131112,608,51,8
49629,20131113,609,50,6
49630,20131114,610,49,4
49631,20131115,611,48,5
49632,20131116,612,46,9
49633,20131117,613,45,6
49634,20131118,614,44,9
49635,20131119,615,43,9
49636,20131120,616,42,8
49637,20131121,617,42,5
49638,20131122,618,41,5
49639,20131123,619,40,5
49640,20131124,620,39,10
49641,20131125,621,38,9
49642,20131126,622,37,8
49643,20131127,623,36,9
49644,20131128,624,35,3
49645,20131129,625,33,4
49646,20131130,626,32,9
49647,20131201,627,31,2
49648,20131202,628,30,3
49649,20131203,629,30,10
49650,20131204,630,29,7
49651,20131205,631,28,6
49652,20131206,632,27,3
49653,20131207,633,26,6
49654,20131208,634,25,4
49655,20131209,635,24,1
49656,20131210,636,23,4
49657,20131211,637,21,8
49658,20131212,638,20,1
49659,20131213,639,19,1
49660,20131214,640,18,7
49661,20131215,641,18,5
49662,20131216,642,17,10
49663,20131217,643,16,2
49664,20131218,644,15,4
49665,20131219,645,14,8
49666,20131220,1,13,7
49667,20131221,2,12,2
49668,20131222,3,11,3
49669,20131223,4,9,5
49670,20131224,5,8,4
49671,20131225,6,7,4
49672,20131226,7,6,1
49673,20131227,8,6,3
49674,20131228,9,5,4
49675,20131229,10,4,3
49676,20131230,11,3,2
49677,20131231,12,2,8
49678,20140101,13,1,6
49679,20140102,14,0,2
49680,20140103,15,120,9
49681,20140104,16,118,3
49682,20140105,17,117,8
49683,20140106,18,116,3
49684,20140107,19,115,2
49685,20140108,20,115,10
49686,20140109,21,114,7
49687,20140110,22,113,8
49688,20140111,23,112,5
49689,20140112,24,111,3
49690,20140113,25,110,5
49691,20140114,26,109,8
49692,20140115,27,107,8
49693,20140116,28,106,4
49694,20140117,29,105,6
49695,20140118,30,104,3
49696,20140119,31,103,7
49697,20140120,32,103,8
49698,20140121,33,102,5
49699,20140122,34,101,10
49700,20140123,35,100,4
49701,20140124,36,99,6
49702,20140125,37,98,4
49703,20140126,38,97,6
49704,20140127,39,96,5
49705,20140128,40,94,6
49706,20140129,41,93,10
49707,20140130,42,92,2
49708,20140131,43,91,7
49709,20140201,44,91,10
49710,20140202,45,90,10
49711,20140203,46,89,6
49712,20140204,47,88,2
49713,20140205,48,87,6
49714,20140206,49,86,1
49715,20140207,50,85,6
49716,20140208,51,84,2
49717,20140209,52,82,8
49718,20140210,53,81,9
49719,20140211,54,80,10
49720,20140212,55,79,7
49721,20140213,56,79,2
49722,20140214,57,78,7
49723,20140215,58,77,10
49724,20140216,59,76,10
49725,20140217,60,75,9
49726,20140218,61,74,10
49727,20140219,62,73,9
49728,20140220,63,72,5
49729,20140221,64,70,6
49730,20140222,65,69,5
49731,20140223,66,68,10
49732,20140224,67,67,8
49733,20140225,68,67,7
49734,20140226,69,66,2
49735,20140227,70,65,9
49736,20140228,71,64,7
49737,20140301,72,63,6
49738,20140302,73,62,5
49739,20140303,74,61,10
49740,20140304,75,60,8
49741,20140305,76,58,3
49742,20140306,77,57,3
49743,20140307,78,56,6
49744,20140308,79,55,10
49745,20140309,80,55,1
49746,20140310,81,54,7
49747,20140311,82,53,4
49748,20140312,83,52,9
49749,20140313,84,51,4
49750,20140314,85,50,9
49751,20140315,86,49,6
49752,20140316,87,47,4
49753,20140317,88,46,1
49754,20140318,89,45,8
49755,20140319,90,44,6
49756,20140320,91,43,4
49757,20140321,92,43,10
49758,20140322,93,42,5
49759,20140323,94,41,4
49760,20140324,95,40,8
49761,20140325,96,39,2
49762,20140326,97,38,10
49763,20140327,98,37,6
49764,20140328,99,36,1
49765,20140329,100,34,4
49766,20140330,101,33,5
49767,20140331,102,32,5
49768,20140401,103,31,2
49769,20140402,104,31,2
49770,20140403,105,30,3
49771,20140404,106,29,4
49772,20140405,107,28,5
49773,20140406,108,27,7
49774,20140407,109,26,2
49775,20140408,110,25,10
49776,20140409,111,24,6
49777,20140410,112,22,9
49778,20140411,113,21,5
49779,20140412,114,20,2
49780,20140413,115,19,6
49781,20140414,116,19,5
49782,20140415,117,18,9
49783,20140416,118,17,3
49784,20140417,119,16,1
49785,20140418,120,15,2
49786,20140419,121,14,3
49787,20140420,122,13,6
49788,20140421,123,12,4
49789,20140422,124,10,9
49790,20140423,125,9,2
49791,20140424,126,8,8
49792,20140425,127,7,3
49793,20140426,128,7,4
49794,20140427,129,6,5
49795,20140428,130,5,1
49796,20140429,131,4,4
49797,20140430,132,3,1
49798,20140501,133,2,3
49799,20140502,134,1,8
49800,20140503,135,0,2
49801,20140504,136,119,6
49802,20140505,137,118,10
49803,20140506,138,117,10
49804,20140507,139,116,6
49805,20140508,140,116,6
49806,20140509,141,115,4
49807,20140510,142,114,2
49808,20140511,143,113,10
49809,20140512,144,112,10
49810,20140513,145,111,1
49811,20140514,146,110,4
49812,20140515,147,108,9
49813,20140516,148,107,1
49814,20140517,149,106,7
49815,20140518,150,105,10
49816,20140519,151,104,9
49817,20140520,152,104,8
49818,20140521,153,103,1
49819,20140522,154,102,7
49820,20140523,155,101,3
49821,20140524,156,100,1
49822,20140525,157,99,7
49823,20140526,158,98,8
49824,20140527,159,97,9
49825,20140528,160,95,5
49826,20140529,161,94,7
49827,20140530,162,93,7
49828,20140531,163,92,1
49829,20140601,164,92,6
49830,20140602,165,91,6
49831,20140603,166,90,2
49832,20140604,167,89,4
49833,20140605,168,88,3
49834,20140606,169,87,4
49835,20140607,170,86,2
49836,20140608,171,85,4
49837,20140609,172,83,6
49838,20140610,173,82,2
49839,20140611,174,81,1
49840,20140612,175,80,1
49841,20140613,176,80,8
49842,20140614,177,79,6
49843,20140615,178,78,5
49844,20140616,179,77,2
49845,20140617,180,76,3
49846,20140618,181,75,6
49847,20140619,182,74,9
49848,20140620,183,73,7
49849,20140621,184,71,2
49850,20140622,185,70,2
49851,20140623,186,69,9
49852,20140624,187,68,5
49853,20140625,188,68,7
49854,20140626,189,67,9
49855,20140627,190,66,6
49856,20140628,191,65,6
49857,20140629,192,64,3
49858,20140630,193,63,2
49859,20140701,194,62,3
49860,20140702,195,61,9
49861,20140703,196,59,7
49862,20140704,197,58,8
49863,20140705,198,57,3
49864,20140706,199,56,1
49865,20140707,200,56,1
49866,20140708,201,55,9
49867,20140709,202,54,4
49868,20140710,203,53,2
49869,20140711,204,52,10
49870,20140712,205,51,9
49871,20140713,206,50,4
49872,20140714,207,48,8
49873,20140715,208,47,7
49874,20140716,209,46,6
49875,20140717,210,45,9
49876,20140718,211,44,10
49877,20140719,212,44,9
49878,20140720,213,43,1
49879,20140721,214,42,3
49880,20140722,215,41,8
49881,20140723,216,40,1
49882,20140724,217,39,8
49883,20140725,218,38,2
49884,20140726,219,37,9
49885,20140727,220,35,8
49886,20140728,221,34,9
49887,20140729,222,33,8
49888,20140730,223,32,1
49889,20140731,224,32,3
49890,20140801,225,31,4
49891,20140802,226,30,2
49892,20140803,227,29,7
49893,20140804,228,28,2
49894,20140805,229,27,8
49895,20140806,230,26,5
49896,20140807,231,25,2
49897,20140808,232,23,8
49898,20140809,233,22,9
49899,20140810,234,21,2
49900,20140811,235,20,4
49901,20140812,236,20,1
49902,20140813,237,19,2
49903,20140814,238,18,8
49904,20140815,239,17,3
49905,20140816,240,16,9
49906,20140817,241,15,1
49907,20140818,242,14,6
49908,20140819,243,13,6
49909,20140820,244,11,7
49910,20140821,245,10,8
49911,20140822,246,9,7
49912,20140823,247,8,2
49913,20140824,248,8,1
49914,20140825,249,7,9
49915,20140826,250,6,4
49916,20140827,251,5,9
49917,20140828,252,4,9
49918,20140829,253,3,4
49919,20140830,254,2,6
49920,20140831,255,1,4
49921,20140901,256,0,2
49922,20140902,257,119,4
49923,20140903,258,118,5
49924,20140904,259,117,4
49925,20140905,260,117,2
49926,20140906,261,116,10
49927,20140907,262,115,9
49928,20140908,263,114,10
49929,20140909,264,113,10
49930,20140910,265,112,5
49931,20140911,266,111,3
49932,20140912,267,109,5
49933,20140913,268,108,3
49934,20140914,269,107,3
49935,20140915,270,106,4
49936,20140916,271,105,4
49937,20140917,272,105,3
49938,20140918,273,104,2
49939,20140919,274,103,5
49940,20140920,275,102,3
49941,20140921,276,101,4
49942,20140922,277,100,2
49943,20140923,278,99,7
49944,20140924,279,98,7
49945,20140925,280,96,6
49946,20140926,281,95,6
49947,20140927,282,94,6
49948,20140928,283,93,1
49949,20140929,284,93,8
49950,20140930,285,92,1
49951,20141001,286,91,5
49952,20141002,287,90,5
49953,20141003,288,89,6
49954,20141004,289,88,2
49955,20141005,290,87,1
49956,20141006,291,86,4
49957,20141007,292,84,3
49958,20141008,293,83,3
49959,20141009,294,82,1
49960,20141010,295,81,5
49961,20141011,296,81,6
49962,20141012,297,80,7
49963,20141013,298,79,3
49964,20141014,299,78,10
49965,20141015,300,77,6
49966,20141016,301,76,1
49967,20141017,302,75,10
49968,20141018,303,74,2
49969,20141019,304,72,8
49970,20141020,305,71,7
49971,20141021,306,70,6
49972,20141022,307,69,8
49973,20141023,308,69,2
49974,20141024,309,68,3
49975,20141025,310,67,5
49976,20141026,311,66,2
49977,20141027,312,65,9
49978,20141028,313,64,8
49979,20141029,314,63,5
49980,20141030,315,62,4
49981,20141031,316,60,4
49982,20141101,317,59,10
49983,20141102,318,58,4
49984,20141103,319,57,3
49985,20141104,320,57,3
49986,20141105,321,56,6
49987,20141106,322,55,9
49988,20141107,323,54,4
49989,20141108,324,53,9
49990,20141109,325,52,10
49991,20141110,326,51,7
49992,20141111,327,49,9
49993,20141112,328,48,10
49994,20141113,329,47,4
49995,20141114,330,46,8
49996,20141115,331,45,7
49997,20141116,332,45,9
49998,20141117,333,44,2
49999,20141118,334,43,1
50000,20141119,335,42,9
50001,20141120,336,119,3
50002,20141121,337,118,5
50003,20141122,338,117,6
50004,20141123,339,116,2
50005,20141124,340,115,5
50006,20141125,341,114,10
50007,20141126,342,113,7
50008,20141127,343,112,3
50009,20141128,344,110,7
50010,20141129,345,109,6
50011,20141130,346,108,6
50012,20141201,347,107,5
50013,20141202,348,107,7
50014,20141203,349,106,9
50015,20141204,350,105,2
50016,20141205,351,104,4
50017,20141206,352,103,2
50018,20141207,353,102,3
50019,20141208,354,101,1
50020,20141209,355,100,10
50021,20141210,356,98,5
50022,20141211,357,97,1
50023,20141212,358,96,7
50024,20141213,359,95,5
50025,20141214,360,95,10
50026,20141215,361,94,10
50027,20141216,362,93,9
50028,20141217,363,92,2
50029,20141218,364,91,7
50030,20141219,365,90,10
50031,20141220,366,89,9
50032,20141221,367,88,2
50033,20141222,368,86,7
50034,20141223,369,85,8
50035,20141224,370,84,9
50036,20141225,371,83,1
50037,20141226,372,83,2
50038,20141227,373,82,9
50039,20141228,374,81,9
50040,20141229,375,80,5
50041,20141230,376,79,8
50042,20141231,377,78,5
50043,20150101,378,77,9
50044,20150102,379,76,3
50045,20150103,380,74,7
50046,20150104,381,73,1
50047,20150105,382,72,5
50048,20150106,383,71,2
50049,20150107,384,71,8
50050,20150108,385,70,7
50051,20150109,386,69,2
50052,20150110,387,68,8
50053,20150111,388,67,10
50054,20150112,389,66,10
50055,20150113,390,65,8
50056,20150114,391,64,5
50057,20150115,392,62,8
50058,20150116,393,61,5
50059,20150117,394,60,10
50060,20150118,395,59,9
50061,20150119,396,59,7
50062,20150120,397,58,4
50063,20150121,398,57,8
50064,20150122,399,56,1
50065,20150123,400,55,9
50066,20150124,401,54,9
50067,20150125,402,53,6
50068,20150126,403,52,5
50069,20150127,404,50,9
50070,20150128,405,49,4
50071,20150129,406,48,6
50072,20150130,407,47,3
50073,20150131,408,47,1
50074,20150201,409,46,10
50075,20150202,410,45,5
50076,20150203,411,44,8
50077,20150204,412,43,10
50078,20150205,413,42,2
50079,20150206,414,41,7
50080,20150207,415,40,8
50081,20150208,416,38,1
50082,20150209,417,37,5
50083,20150210,418,36,6
50084,20150211,419,35,10
50085,20150212,420,35,7
50086,20150213,421,34,2
50087,20150214,422,33,9
50088,20150215,423,32,3
50089,20150216,424,31,3
50090,20150217,425,30,10
50091,20150218,426,29,8
50092,20150219,427,27,9
50093,20150220,428,26,4
50094,20150221,429,25,10
50095,20150222,430,24,3
50096,20150223,431,23,2
50097,20150224,432,23,2
50098,20150225,433,22,9
50099,20150226,434,21,9
50100,20150227,435,20,8
50101,20150228,436,19,3
50102,20150301,437,18,1
50103,20150302,438,17,2
50104,20150303,439,16,7
50105,20150304,440,14,5
50106,20150305,441,13,3
50107,20150306,442,12,6
50108,20150307,443,11,4
50109,20150308,444,11,4
50110,20150309,445,10,6
50111,20150310,446,9,1
50112,20150311,447,8,10
50113,20150312,448,7,10
50114,20150313,449,6,5
50115,20150314,450,5,9
50116,20150315,451,4,1
50117,20150316,452,2,8
50118,20150317,453,1,3
50119,20150318,454,0,2
50120,20150319,455,0,8
50121,20150320,456,120,8
50122,20150321,457,119,3
50123,20150322,458,118,2
50124,20150323,459,117,7
50125,20150324,460,116,7
50126,20150325,461,115,8
50127,20150326,462,114,5
50128,20150327,463,113,1
50129,20150328,464,111,7
50130,20150329,465,110,1
50131,20150330,466,109,1
50132,20150331,467,108,2
50133,20150401,468,108,2
50134,20150402,469,107,7
50135,20150403,470,106,3
50136,20150404,471,105,8
50137,20150405,472,104,5
50138,20150406,473,103,4
50139,20150407,474,102,6
50140,20150408,475,101,4
50141,20150409,476,99,6
50142,20150410,477,98,9
50143,20150411,478,97,10
50144,20150412,479,96,3
50145,20150413,480,96,2
50146,20150414,481,95,2
50147,20150415,482,94,7
50148,20150416,483,93,10
50149,20150417,484,92,10
50150,20150418,485,91,6
